"tconst","title","release_year","release_date","budget","worldwide_box_office","domestic_box_office","foreign_box_office","imdb_raiting","numvotes","genre"
tt0120576,Dance with Me,1998,1998-08-21,"0",15923122,15923122,,5.90,6535,Drama
tt0088987,Dance with a Stranger,1985,1985-03-01,"0",2174622.0,2174622.0,,6.60,2779,Biography
tt0168629,Dancer in the Dark,2000,2000-05-17,"12800000",40031880,4184036.0,35847844,7.90,109882,Crime
tt0092822,Dancers,1987,1987-10-09,"0",1190416.0,1190416.0,,4.40,316,Comedy
tt0099348,Dances with Wolves,1990,1990-11-09,"22000000",184208848,184208848,,8.00,264293,Adventure
tt2181885,Dancing Queen,2012,,,26411266,,26411266,6.40,486,Comedy
tt0120643,Dancing at Lughnasa,1998,1998-09-04,"0",2287818.0,2287818.0,,6.30,3812,Drama
tt5074352,Dangal,2016,2016-12-23,"10400000",303723648,12391761,291331872,8.30,188927,Action
tt0118892,Dangerous Beauty,1998,1998-02-20,"0",4553271.0,4553271.0,,7.10,17876,Biography
tt0118927,Dangerous Ground,1997,1997-02-12,"0",5303931.0,5303931.0,,4.40,1934,Action
tt0094947,Dangerous Liaisons,1988,1988-12-16,"14000000",34670720,34670720,,7.60,70392,Drama
tt0112792,Dangerous Minds,1995,1995-08-11,"0",84919400,84919400,,6.50,52931,Biography
tt0090904,Dangerously Close,1986,1986-05-09,"0",2390525.0,2390525.0,,5.50,1397,Action
tt0085398,Daniel,1983,1983-08-26,"0",687475.0,687475.0,,6.60,1370,Drama
tt0118928,Dante's Peak,1997,1997-02-07,"116000000",67127760,67127760,,6.00,91012,Action
,Danzón,1992,,,450501.0,450501.0,,,,
tt0287978,Daredevil,2003,2003-02-14,"78000000",179179712,102543520,76636200,5.30,220024,Action
tt0099817,Dark Angel,1990,1990-01-26,"7000000",4348368.0,4348368.0,,6.10,12469,Action
,Dark Blue,2003,,,12150301,9250301.0,2900000.0,,,
tt0118929,Dark City,1998,1998-02-27,"27000000",27200316,14378331,12821985,7.60,199929,Fantasy
tt0093664,Dark Eyes,1987,1987-02-01,"0",2201428.0,2201428.0,,7.30,3287,Comedy
tt8119680,Dark Figure of Crime,2018,,,29176132,,29176132,6.70,2135,Crime
,Dark Planet,2009,,,23772560,,23772560,,,
tt1077368,Dark Shadows,2012,2012-05-08,"150000000",245527152,79727152,165800000,6.20,266906,Comedy
tt2387433,Dark Skies,2013,2013-02-21,"3500000",27858104,17418668,10439436,6.30,76226,Horror
tt0308379,Dark Water,2002,2002-01-19,"0",24010000,,24010000,6.70,32606,Drama
,Dark Water 2005 Re-release,2005,,,44347080,25473352,18873728,,,
tt9071322,Dark Waters,2019,,,23108016,11136084,11971933,7.60,87684,Biography
tt4555426,Darkest Hour,2017,,,150847200,56468408,94378800,7.40,200465,Biography
tt0099365,Darkman,1990,1990-08-24,"16000000",33878504,33878504,,6.40,64904,Action
tt0273517,Darkness,2002,2002-10-02,"0",33988736,22163442,11825294,5.40,19712,Horror
tt0282209,Darkness Falls,2003,2003-01-24,"0",47488536,32551396,14937140,4.90,31921,Fantasy
tt0466342,Date Movie,2006,2006-02-17,"20000000",85749032,48548424,37200608,2.80,59719,Comedy
tt1279935,Date Night,2010,2010-04-08,"55000000",152263872,98711408,53552476,6.30,163130,Comedy
tt0092834,Date with an Angel,1987,1987-11-20,"0",1988962.0,1988962.0,,5.60,2845,Comedy
,Daughters of the Dust,1992,,,1642436.0,1642436.0,,,,
tt0106673,Dave,1993,1993-05-07,"0",63270712,63270712,,6.80,53818,Comedy
tt0363547,Dawn of the Dead,2004,2004-03-19,"28000000",102278712,59020956,43257756,7.30,254623,Action
tt2103281,Dawn of the Planet of the Apes,2014,2014-06-26,"170000000",710644544,208545584,502098976,7.60,439681,Action
tt0409904,Day Watch,2006,2006-01-01,"4200000",38411816,,38411816,6.40,34498,Action
tt0088993,Day of the Dead,1985,1985-07-19,"3500000",5000000.0,5000000.0,,7.10,69205,Horror
,Daybreakers,2010,,,51416464,30101576,21314888,,,
tt0116040,Daylight,1996,1996-12-06,"80000000",33023468,33023468,,5.90,73180,Action
tt0444182,Days of Glory,2006,2006-05-25,"14500000",22963700,320700.0,22643000,7.00,14651,Action
tt0077405,Days of Heaven,1978,1978-09-13,"0",3446749.0,3446749.0,,7.80,58196,Drama
tt0099371,Days of Thunder,1990,1990-06-27,"60000000",87163544,82670736,4492812.0,6.10,89061,Action
tt0106677,Dazed and Confused,1993,1993-09-24,"6900000",7993039.0,7993039.0,,7.60,183528,Comedy
tt0352277,De-Lovely,2004,2004-07-02,"20000000",18611952,13456633,5155318.0,6.60,11423,Biography
tt0101669,Dead Again,1991,1991-08-23,"0",38016380,38016380,,6.80,28520,Crime
tt0097166,Dead Bang,1989,1989-03-24,"0",8125592.0,8125592.0,,6.10,4097,Action
tt0097162,Dead Calm,1989,1989-04-07,"10000000",7825009.0,7825009.0,,6.80,40811,Horror
tt0094961,Dead Heat,1988,1988-05-06,"5000000",3588626.0,3588626.0,,6.00,8253,Action
,Dead Man,1996,,,1037847.0,1037847.0,,,,
tt0112818,Dead Man Walking,1995,1995-12-29,"11000000",39363636,39363636,,7.50,95237,Crime
tt0118301,Dead Man on Campus,1998,1998-08-21,"0",15064946,15064946,,6.00,15820,Comedy
tt0083798,Dead Men Don't Wear Plaid,1982,1982-05-21,"0",18196170,18196170,,6.80,22121,Comedy
tt0097165,Dead Poets Society,1989,1989-06-02,"16400000",174997856,95860112,79137736,8.10,483685,Comedy
tt0112819,Dead Presidents,1995,1995-10-06,"10000000",24147180,24147180,,6.90,22503,Action
tt0094964,Dead Ringers,1988,1988-09-23,"13000000",8038508.0,8038508.0,,7.20,47403,Drama
tt0455760,Dead Silence,2007,2007-03-16,"20000000",22382048,16809076,5572971.0,6.10,94636,Horror
tt0283957,Dead Weight,2002,2002-04-10,"0",16987956,,16987956,5.90,5142,Action
tt0092842,Dead of Winter,1987,1987-02-06,"0",2413427.0,2413427.0,,6.20,4219,Drama
tt0082245,Deadly Blessing,1981,1981-08-14,"2500000",8279042.0,8279042.0,,5.50,6130,Horror
tt0090917,Deadly Friend,1986,1986-10-10,"0",8988731.0,8988731.0,,5.50,7880,Drama
tt1431045,Deadpool,2016,2016-02-09,"58000000",782612160,363070720,419541440,8.00,1020387,Action
tt5463162,Deadpool 2,2018,,,734546624,318491424,416055200,7.70,570709,Action
tt0092850,Deadtime Stories,1986,1986-04-13,"0",2750741.0,2750741.0,,4.60,2186,Comedy
tt0085412,Deal of the Century,1983,1983-11-04,"0",10369581,10369581,,4.60,3880,Comedy
tt0116059,Dear God,1996,1996-11-01,"0",7138523.0,7138523.0,,5.40,4051,Comedy
tt0989757,Dear John,2010,2010-02-04,"25000000",114984664,80014840,34969824,6.30,149177,Drama
tt2034618,Dearest,2012,,,26723916,,26723916,7.00,451,Drama
,Dearest 2014 Re-release,2014,,,50000584,,50000584,,,
tt0104070,Death Becomes Her,1992,1992-07-30,"55000000",58422648,58422648,,6.60,118424,Comedy
tt0092854,Death Before Dishonor,1987,1987-02-20,"0",4546244.0,4546244.0,,4.90,988,Action
tt0758742,Death Note,2006,2006-06-17,"20000000",29630360,,29630360,7.50,30548,Crime
tt0912597,Death Note: L Change the World,2008,2008-01-31,"0",35319632,,35319632,6.00,8405,Crime
tt0810827,Death Note: The Last Name,2006,2006-10-28,"0",47917636,,47917636,7.20,16760,Adventure
tt1028528,Death Proof,2007,2007-05-21,"25000000",30663960,,30663960,7.00,290269,Action
tt0452608,Death Race,2008,2008-08-22,"45000000",76014336,36316032,39698304,6.40,209183,Action
tt0099385,Death Warrant,1990,1990-09-14,"4000000",16853488,16853488,,5.60,19012,Action
tt1137450,Death Wish,2018,,,49562712,34017028,15545682,6.30,72325,Action
tt0089003,Death Wish 3,1985,1985-11-01,"9000000",16116878,16116878,,5.80,15760,Action
tt0092857,Death Wish 4: The Crackdown,1987,1987-06-11,"0",6880310.0,6880310.0,,5.40,9950,Action
tt0082250,Death Wish II,1982,1982-02-20,"2000000",16100000,16100000,,5.90,16283,Action
tt0109578,Death Wish: The Face of Death,1994,1994-01-14,"5000000",1702394.0,1702394.0,,4.80,7957,Action
tt0109579,Death and the Maiden,1994,1994-05-04,"0",3103716.0,3103716.0,,7.30,25031,Drama
tt1321509,Death at a Funeral,2010,2010-04-15,"21000000",49050888,42739348,6311539.0,5.70,50281,Comedy
tt0795368,Death at a Funeral,2007,2007-02-09,"9000000",46789412,8580428.0,38208984,7.30,116071,Comedy
tt0077413,Death on the Nile,1978,1978-10-06,"7920000",14560084,14560084,,7.20,34738,Crime
tt0087127,Deathstalker,1983,1983-09-02,"0",11919250,11919250,,4.50,5269,Action
tt0083806,Deathtrap,1982,1982-03-19,"0",19282134,19282134,,7.00,13605,Comedy
tt0101694,Deceived,1991,1991-09-27,"0",28738096,28738096,,6.10,7475,Crime
tt0790604,Deck the Halls,2006,2006-11-22,"0",47232776,35093568,12139207,5.00,28085,Comedy
tt0118954,Deconstructing Harry,1997,1997-08-26,"20000000",10686841,10686841,,7.30,45289,Comedy
tt0365109,Deep Blue,2003,2003-05-18,"0",19288260,132261.0,19156000,7.40,3020,Documentary
tt0149261,Deep Blue Sea,1999,1999-07-28,"60000000",164648144,73648144,91000000,5.90,134149,Action
tt0104073,Deep Cover,1992,1992-04-15,"0",16639799,16639799,,6.90,11753,Action
tt0120647,Deep Impact,1998,1998-05-08,"75000000",140694752,140464672,230088.0,6.20,178530,Action
tt0118956,Deep Rising,1998,1998-01-30,"45000000",11203026,11203026,,6.10,37411,Action
,Deep Sea,2006,,,98230904,46412756,51818148,,,
tt0097179,DeepStar Six,1989,1989-01-13,"0",8143225.0,8143225.0,,5.30,12073,Action
tt1860357,Deepwater Horizon,2016,2016-09-29,"110000000",121790376,61433528,60356848,7.10,168515,Action
tt0099395,Def by Temptation,1990,,,2218579.0,2218579.0,,5.00,1903,Horror
tt7233726,Default,2018,,,27694044,203775.0,27490268,6.60,1303,Drama
tt0101698,Defending Your Life,1991,1991-03-22,"0",16371128,16371128,,7.20,19251,Comedy
,Defense of the Realm,1986,,,750000.0,750000.0,,,,
tt0099397,Defenseless,1991,1991-08-23,"0",6413375.0,6413375.0,,5.60,993,Mystery
tt1034303,Defiance,2008,2008-12-31,"32000000",51262752,28644812,22617938,7.10,148075,Action
tt0832266,"Definitely, Maybe",2008,2008-02-08,"0",55990300,32241648,23748650,7.10,166049,Comedy
tt0453467,Deja Vu,2006,2006-11-22,"75000000",180557552,64038616,116518936,7.10,310770,Action
,Delicatessen,1992,,,1794187.0,1794187.0,,,,
tt0101701,Delirious,1991,1991-08-09,"18000000",5546827.0,5546827.0,,5.80,8808,Comedy
tt0301181,Deliver Us from Eva,2003,2003-02-07,"0",17573594,17573594,,6.00,7307,Comedy
tt2377322,Deliver Us from Evil,2014,2014-07-01,"30000000",87937816,30577122,57360692,6.20,77581,Action
tt2387559,Delivery Man,2013,2013-10-10,"26000000",53120344,30664106,22456240,6.30,79582,Comedy
tt0099399,Delta Force 2: The Colombian Connection,1990,1990-08-24,"0",6698361.0,6698361.0,,4.80,7559,Action
tt0106697,Demolition Man,1993,1993-10-08,"57000000",58055768,58055768,,6.70,175946,Action
tt1259528,Den of Thieves,2018,,,80509624,44947624,35562000,7.00,111462,Action
tt0106701,Dennis the Menace,1993,1993-06-23,"35000000",51270764,51270764,,5.60,61437,Comedy
tt1069238,Departures,2008,2008-09-13,"0",70442128,1498210.0,68943920,8.00,52189,Drama
,Der Schuh des Manitu,2001,,,75482096,,75482096,,,
tt0313021,Der Wixxer,2004,,,13607165,,13607165,6.20,8646,Comedy
tt0398017,Derailed,2005,2005-11-11,"22000000",57479076,36024076,21455000,6.60,73986,Crime
,Deranged,2012,,,28444172,,28444172,,,
tt0090934,Desert Bloom,1986,1986-01-22,"0",416393.0,416393.0,,6.60,1030,Drama
,Desert Hearts,1986,,,2492088.0,2492088.0,,,,
tt0112851,Desperado,1995,1995-08-25,"7000000",25405444,25405444,,7.10,185979,Action
tt0099409,Desperate Hours,1990,1990-10-05,"0",2742912.0,2742912.0,,5.40,7685,Action
tt0118966,Desperate Measures,1998,1998-01-30,"50000000",13806137,13806137,,6.10,16966,Action
tt0089017,Desperately Seeking Susan,1985,1985-03-29,"5000000",27398584,27398584,,6.10,23834,Comedy
tt1323594,Despicable Me,2010,2010-07-08,"69000000",543113984,251513984,291600000,7.60,543702,Adventure
tt1690953,Despicable Me 2,2013,2013-06-25,"76000000",970766016,368065376,602700608,7.30,398684,Adventure
tt3469046,Despicable Me 3,2017,2017-06-15,"80000000",1034799424,264624304,770175104,6.20,134765,Adventure
tt0112854,Destiny Turns on the Radio,1995,1995-04-28,"0",1176982.0,1176982.0,,4.50,2446,Comedy
tt6493648,Destiny: The Tale of Kamakura,2017,,,35166640,,35166640,6.60,1281,Crime
tt5290882,Detective Chinatown,2015,2015-12-31,"0",125842936,474252.0,125368680,6.60,2828,Action
tt7752454,Detective Chinatown 2,2018,,,544185152,1983984.0,542201152,6.10,2663,Action
tt5692622,Detective Conan: Crimson Love Letter,2017,,,63144804,,63144804,6.50,1305,Action
tt1133935,Detective Conan: Crossroad in the Ancient Capital,2003,,,24342320,,24342320,7.10,1962,Adventure
tt1155696,Detective Conan: Full Score of Fear,2008,,,22996756,,22996756,6.70,1650,Action
tt1146290,Detective Conan: Jolly Roger in the Deep Azure,2007,,,20440212,,20440212,6.30,1505,Action
tt1133559,Detective Conan: Magician of the Silver Sky,2004,,,22618512,,22618512,7.00,1914,Action
tt3303446,Detective Conan: Private Eye in the Distant Sea,2013,,,36324232,,36324232,6.50,1322,Action
tt1840372,Detective Conan: Quarter of Silence,2011,,,42808576,,42808576,6.60,1644,Action
tt1133936,Detective Conan: Strategy Above the Depths,2005,,,18723952,,18723952,7.00,1704,Action
tt3737650,Detective Conan: Sunflowers of Inferno,2015,,,52920296,,52920296,6.20,1491,Action
tt2131586,Detective Conan: The Eleventh Striker,2012,,,44369456,,44369456,6.40,1562,Action
tt9501310,Detective Conan: The Fist of Blue Sapphire,2019,,,115570312,,115570312,6.20,1600,Action
tt1636815,Detective Conan: The Lost Ship in the Sky,2010,,,36407408,,36407408,6.90,1703,Action
tt0990372,Detective Conan: The Phantom of Baker Street,2002,,,23786606,,23786606,7.80,3192,Adventure
tt0498536,Detective Conan: The Private Eyes' Requiem,2006,,,26251232,,26251232,7.10,1765,Action
tt1343046,Detective Conan: The Raven Chaser,2009,,,39664360,,39664360,7.10,1880,Action
tt3455204,Detective Conan: The Sniper from Another Dimension,2014,,,42028116,,42028116,6.70,1352,Action
tt7880466,Detective Conan: Zero the Enforcer,2018,,,101860360,,101860360,6.20,1617,Action
tt6869538,Detective Dee: The Four Heavenly Kings,2018,,,90040768,262963.0,89777808,6.30,2755,Action
tt1123373,Detective Dee: The Mystery of the Phantom Flame,2010,2010-09-18,"13000000",51899268,459836.0,51439432,6.60,11343,Action
tt1832381,Detective K: Secret of Virtuous Widow,2011,2011-01-27,"0",32358664,,32358664,6.20,1025,Action
tt4505170,Detective K: Secret of the Lost Island,2015,2015-02-11,"0",27387870,185367.0,27202504,6.20,568,Action
tt5390504,Detroit,2017,2017-07-28,"34000000",23355100,16790140,6564961.0,7.30,53164,Crime
tt1142972,Detroit Metal City,2008,2008-08-22,"0",23744572,,23744572,6.60,2587,Comedy
tt0165710,Detroit Rock City,1999,1999-08-13,"6500000",4217115.0,4217115.0,,6.80,39461,Adventure
tt0367652,Deuce Bigalow: European Gigolo,2005,2005-08-06,"22000000",45109560,22400154,22709408,4.60,51151,Comedy
tt0205000,Deuce Bigalow: Male Gigolo,1999,1999-12-10,"17000000",92938752,65538756,27400000,5.70,75670,Comedy
tt0853060,Deutschland. Ein Sommermärchen,2006,2006-10-03,"0",31257992,,31257992,7.00,3202,Documentary
tt1314655,Devil,2010,2010-01-13,"10000000",62695488,33601192,29094300,6.30,146106,Horror
tt5297654,Devil and Angel,2015,,,98599944,131058.0,98468880,4.20,274,Comedy
tt0112857,Devil in a Blue Dress,1995,1995-09-15,"27000000",16140822,16140822,,6.70,20760,Crime
,Devil in the Flesh,1987,,,546904.0,546904.0,,,,
tt2752758,Devil's Due,2014,2014-01-08,"7000000",36921560,15821461,21100100,4.10,16876,Horror
tt0441048,Dhoom 2,2006,2006-11-24,"11000000",32396428,2643586.0,29752840,6.50,26833,Action
tt1833673,Dhoom 3,2013,2013-12-18,"19500000",88031952,8031955.0,80000000,5.30,46437,Action
tt0116095,Diabolique,1996,1996-03-22,"0",17100266,17100266,,5.40,14472,Drama
tt0422093,Diary of a Mad Black Woman,2005,2005-02-25,"0",50652204,50633100,19104.0,5.60,14871,Comedy
tt1196141,Diary of a Wimpy Kid,2010,2010-03-19,"15000000",76196536,64003624,12192913,6.20,50497,Comedy
tt2023453,Diary of a Wimpy Kid: Dog Days,2012,2012-08-02,"22000000",77229696,49008664,28221032,6.30,26186,Comedy
tt1650043,Diary of a Wimpy Kid: Rodrick Rules,2011,2011-03-25,"21000000",72526992,52698536,19828460,6.50,31627,Comedy
tt6003368,Diary of a Wimpy Kid: The Long Haul,2017,2017-05-19,"22000000",40140972,20738724,19402248,4.30,9277,Adventure
tt0101726,Dice Rules,1991,,,637327.0,637327.0,,5.30,631,Comedy
tt0144168,Dick,1999,1999-08-04,"13000000",6262878.0,6262878.0,,6.20,20383,Comedy
tt0099422,Dick Tracy,1990,1990-06-15,"47000000",103738728,103738728,,6.20,62137,Action
tt0325258,Dickie Roberts: Former Child Star,2003,2003-09-05,"0",23769504,22738672,1030834.0,5.50,14768,Comedy
tt1314228,Did You Hear About the Morgans?,2009,2009-12-17,"58000000",85280248,29580088,55700164,4.90,40726,Comedy
tt0246460,Die Another Day,2002,2002-11-17,"140000000",431971104,160942144,271028992,6.10,219306,Action
tt0095016,Die Hard,1988,1988-07-15,"28000000",83008848,83008848,,8.20,868194,Action
tt0099423,Die Hard 2,1990,1990-07-02,"70000000",117540944,117540944,,7.10,360432,Action
tt0112864,Die Hard with a Vengeance,1995,1995-05-19,"90000000",100012496,100012496,,7.60,386067,Action
tt0104107,Diggstown,1992,1992-08-14,"17000000",4836637.0,4836637.0,,6.90,7551,Drama
tt0259974,Digimon: The Movie,2000,2000-03-17,"5500000",16643191,9631153.0,7012038.0,6.00,7466,Action
tt4535650,Dilwale,2015,2015-12-18,"26000000",31994324,4871263.0,27123060,5.00,34920,Action
tt0083833,Diner,1982,1982-04-02,"0",14099953,14099953,,7.10,21305,Comedy
tt0427152,Dinner for Schmucks,2010,2010-07-30,"69000000",86855736,73026336,13829402,5.90,106894,Comedy
tt0130623,Dinosaur,2000,2000-05-19,"127500000",349822752,137748064,212074704,6.40,60935,Adventure
tt0092890,Dirty Dancing,1987,1987-08-21,"6000000",63446384,63446384,,7.00,230765,Drama
,Dirty Dancing 1997 Re-release,1997,,,817925.0,507892.0,310033.0,,,
tt0338096,Dirty Dancing: Havana Nights,2004,2004-02-27,"25000000",27685016,14161590,13523426,5.90,28313,Drama
tt1860213,Dirty Grandpa,2016,2016-01-21,"11500000",94073024,35593112,58479916,5.80,123915,Comedy
tt0301199,Dirty Pretty Things,2002,2002-09-05,"0",13904766,8112414.0,5792352.0,7.30,42642,Crime
tt0095031,Dirty Rotten Scoundrels,1988,1988-12-14,"0",42039084,42039084,,7.40,71920,Comedy
tt0120654,Dirty Work,1998,1998-06-12,"0",10023282,10023282,,6.40,28065,Comedy
tt1213644,Disaster Movie,2008,2008-08-29,"25000000",34816824,14190901,20625924,1.90,91551,Comedy
tt0109635,Disclosure,1994,1994-12-09,"55000000",83015088,83015088,,6.10,50499,Drama
tt0953369,Disco,2008,,,23524552,,23524552,4.30,1562,Comedy
tt0092897,Disorderlies,1987,1987-07-14,"0",10348437,10348437,,4.90,2273,Comedy
tt0097211,Disorganized Crime,1989,1989-04-14,"0",7723506.0,7723506.0,,6.20,2383,Action
tt0330478,Dissolute Wife,1981,,,785.0,,785.0,,,N
,"Distant Voices, Still Lives",1989,,,688329.0,688329.0,,,,
tt1136608,District 9,2009,2009-08-05,"30000000",210888944,115646232,95242712,7.90,677801,Action
tt0414852,District B13,2004,2004-11-09,"12000000",10976892,1200216.0,9776676.0,7.10,70504,Action
tt0486822,Disturbia,2007,2007-04-12,"20000000",118114224,80209696,37904528,6.80,235535,Crime
tt0134619,Disturbing Behavior,1998,1998-07-24,"15000000",17514980,17514980,,5.60,23023,Horror
tt1840309,Divergent,2014,2014-03-14,"85000000",288885824,150947888,137937920,6.60,457908,Action
tt0080634,Divine Madness,1980,1980-09-26,"0",5318098.0,5318098.0,,7.00,904,Comedy
tt0279778,Divine Secrets of the Ya-Ya Sisterhood,2002,2002-06-07,"27000000",73839240,69599016,4240224.0,6.00,19916,Drama
tt1853728,Django Unchained,2012,2012-12-25,"100000000",425368224,162805440,262562800,8.40,1527459,Drama
tt0418259,Do You Know Claudia?,2004,2004-12-15,"0",21852972,,21852972,6.40,3566,Comedy
tt0097216,Do the Right Thing,1989,1989-06-30,"6500000",27545444,27545444,,7.90,102032,Comedy
tt0101745,Doc Hollywood,1991,1991-08-02,"0",54830780,54830780,,6.30,37166,Comedy
tt0085450,Doctor Detroit,1983,1983-05-06,"0",10375893,10375893,,5.20,5851,Comedy
tt0118998,Doctor Dolittle,1998,1998-06-22,"71000000",294456608,144156608,150300000,5.40,97352,Comedy
tt5606664,Doctor Sleep,2019,,,72381712,31581712,40800000,7.30,189049,Drama
tt1211837,Doctor Strange,2016,2016-10-25,"165000000",677718400,232641920,445076480,7.50,731433,Action
tt0364725,Dodgeball: A True Underdog Story,2004,2004-06-18,"20000000",168423232,114326736,54096492,6.70,249123,Comedy
tt0120655,Dogma,1999,1999-11-12,"10000000",31117472,30652890,464581.0,7.30,217771,Adventure
tt0276919,Dogville,2003,2003-05-19,"10000000",16680836,1535286.0,15145550,8.00,148713,Crime
tt1629284,Dogwood Tree,2010,2010-06-21,"0",33016352,,33016352,6.80,1236,Adventure
tt0109642,Dolores Claiborne,1995,1995-03-24,"0",24361868,24361868,,7.40,43917,Crime
tt1564349,Dolphin Tale,2011,2011-09-23,"37000000",95932568,72286776,23645786,6.80,24436,Drama
tt2978462,Dolphin Tale 2,2014,2014-09-12,"36000000",57824532,42024532,15800000,6.30,9255,Drama
tt0249478,Domestic Disturbance,2001,2001-10-30,"75000000",54249296,45246096,9003199.0,5.60,27506,Crime
tt0095050,Dominick and Eugene,1988,1988-03-18,"0",3076031.0,3076031.0,,7.00,2893,Drama
tt0421054,Domino,2005,2005-09-22,"50000000",22944502,10169202,12775300,5.90,67342,Action
tt0461936,Don,2006,2006-10-20,"7100000",19640128,2223961.0,17416168,7.10,37457,Action
tt2229499,Don Jon,2013,2013-07-26,"6000000",39439356,24477704,14961651,6.50,239750,Comedy
,Don Juan DeMarco,1995,,,22150452,22150452,,,,
,Don't Be Afraid of the Dark,2011,,,38269528,24046682,14222847,,,
tt0116126,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,1996-01-12,"0",20109116,20109116,,6.50,55714,Comedy
tt4160708,Don't Breathe,2016,2016-08-25,"9900000",157761008,89217872,68543128,7.10,271817,Crime
tt3121474,Don't Go Breaking My Heart 2,2014,,,33801760,,33801760,5.50,735,Romance
tt0330702,Don't Move,2004,2004-03-12,"0",12071007,337265.0,11733742,7.00,8199,Drama
tt0260866,Don't Say a Word,2001,2001-09-28,"50000000",100020096,55001640,45018448,6.30,52750,Drama
tt0101757,Don't Tell Mom the Babysitter's Dead,1991,1991-06-07,"10000000",25196248,25196248,,6.30,33897,Comedy
tt0119008,Donnie Brasco,1997,1997-02-27,"35000000",41909760,41909760,,7.70,306995,Biography
,Doogal,2005,,,26711924,7438000.0,19273924,,,
tt0419706,Doom,2005,2005-10-20,"60000000",58072120,28212336,29859782,5.20,113837,Action
tt0483607,Doomsday,2008,2008-03-14,"30000000",22472632,11008770,11463861,5.90,77317,Action
tt0473064,Doomsday: The Sinking of Japan,2006,2006-07-15,"0",51127400,,51127400,5.60,1475,Adventure
tt7547410,Dora and the Lost City of Gold,2019,,,120597104,60477944,60119164,6.10,30990,Action
tt1613031,Doraemon The Movie: Nobita's Great Battle of the Mermaid King,2010,,,34702572,,34702572,6.50,480,Adventure
tt5544700,Doraemon the Movie: Nobita and the Birth of Japan,2016,,,50939840,,50939840,6.70,757,Adventure
tt1180304,Doraemon the Movie: Nobita and the Green Giant Legend,2008,,,31684948,,31684948,6.40,716,Adventure
tt0802983,Doraemon the Movie: Nobita's Dinosaur,2006,,,30963292,,30963292,7.00,1231,Adventure
tt1260351,Doraemon the Movie: Nobita's New Great Adventure into the Underworld,2007,,,32787846,,32787846,7.00,825,Adventure
tt8098546,Doraemon the Movie: Nobita's Treasure Island,2018,,,80920912,,80920912,6.50,836,Adventure
tt1264885,Doraemon the Movie: The New Records of Nobita's Spaceblazer,2009,,,25422212,,25422212,6.60,402,Adventure
,Doraemon the Movie: The New Records of Nobita's Spaceblazer 2014 Re-release,2014,,,35861856,,35861856,,,
tt5912470,Doraemon: Great Adventure in the Antarctic Kachi Kochi,2017,,,61153456,,61153456,6.60,970,Adventure
tt2271315,Doraemon: Nobita and the Island of Miracles ~Animal Adventure~,2012,,,46180704,,46180704,6.60,428,Action
tt1851909,Doraemon: Nobita and the New Steel Troops: ~Winged Angels~,2011,,,30236972,,30236972,7.70,1358,Action
tt1147526,Doraemon: Nobita and the Robot Kingdom,2002,,,16053687,,16053687,6.60,398,Adventure
tt0473474,Doraemon: Nobita and the Wind Wizard,2003,,,20428492,,20428492,7.00,649,Adventure
tt1147516,Doraemon: Nobita in the Wan-Nyan Spacetime Odyssey,2004,,,26663978,,26663978,7.00,439,Adventure
tt4788602,Doraemon: Nobita no uchuu eiyuuki,2015,,,34811748,,34811748,6.50,671,Action
tt2768084,Doraemon: Nobita's Secret Gadget Museum,2013,,,42770272,,42770272,6.90,874,Action
tt1235124,Dorian Gray,2009,2009-09-09,"0",22873652,,22873652,6.20,64852,Drama
tt0780503,Dororo,2007,2007-03-15,"0",27308864,,27308864,6.40,2883,Action
tt0106761,Double Dragon,1994,1994-11-04,"3500000",2341309.0,2341309.0,,3.80,13403,Action
tt0101764,Double Impact,1991,1991-07-31,"15000000",30102716,30102716,,5.60,41209,Action
tt0150377,Double Jeopardy,1999,1999-09-24,"70000000",177841552,116741560,61100000,6.50,87068,Crime
tt0238948,Double Take,2001,2001-01-12,"0",31603060,29831584,1771476.0,5.40,8507,Action
tt0119013,Double Team,1997,1997-04-04,"30000000",11438337,11438337,,4.80,34634,Action
tt0918927,Doubt,2008,2008-11-27,"20000000",51699984,33446470,18253514,7.50,129559,Drama
tt0187819,Doug's 1st Movie,1999,1999-03-26,"0",19440088,19440088,,4.90,3307,Adventure
tt0116130,Down Periscope,1996,1996-03-01,"0",25785604,25785604,,6.10,24772,Comedy
tt0090966,Down and Out in Beverly Hills,1986,1986-01-31,"14000000",62134224,62134224,,6.20,19081,Comedy
tt0090967,Down by Law,1986,1986-05-01,"0",1435668.0,1435668.0,,7.70,51756,Comedy
tt0142231,Down in the Delta,1998,1998-12-25,"0",5672903.0,5672903.0,,6.90,1813,Drama
tt0231775,Down to Earth,2001,2001-02-16,"0",71186504,64186504,7000000.0,5.40,23898,Comedy
tt0186975,Down to You,2000,2000-01-21,"9000000",24419914,20069008,4350906.0,4.90,15183,Comedy
tt0309530,Down with Love,2003,2003-05-08,"35000000",39468112,20305252,19162860,6.30,41979,Comedy
tt0363163,Downfall,2004,2004-09-08,"18339750",92181576,5509040.0,86672536,8.20,354056,Biography
tt1389072,Downsizing,2017,,,55003888,24449754,30554136,5.70,109952,Drama
tt6398184,Downton Abbey,2019,,,194694720,96853864,97840864,7.40,55856,Drama
