budget,imdb_id,original_language,title,revenue,status
0,tt0093029,en,Five Corners,0,Released
0,tt0093036,en,Flowers in the Attic,0,Released
0,tt0093040,en,Forest of Bliss,0,Released
0,tt0093044,en,The Fourth Protocol,0,Released
0,tt0093051,en,From the Hip,9518342,Released
17000000,tt0093058,en,Full Metal Jacket,46357676,Released
0,tt0093066,en,G.I. Joe: The Movie,0,Released
5000000,tt0093067,en,Gaby: A True Story,125400,Released
0,tt0093072,en,The Garbage Pail Kids Movie,0,Released
0,tt0093073,en,Gardens of Stone,5262047,Released
2500000,tt0093075,en,The Gate,0,Released
0,tt0093076,de,A Gathering of Old Men,0,Released
0,tt0093077,en,Where Is Enohp Located?,0,Released
0,tt0093088,en,Ghost Fever,0,Released
0,tt0093090,en,Ghosthouse,0,Released
0,tt0093091,en,Ghoulies II,0,Released
0,tt0093092,it,Julia and Julia,0,Released
0,tt0093093,en,The Glass Menagerie,0,Released
0,tt0093103,en,The Good Father,0,Released
0,tt0093104,it,"Good Morning, Babylon",183700,Rumored
13000000,tt0093105,en,"Good Morning, Vietnam",123922370,Released
0,tt0093106,en,The Umbrella Woman,1155000,Released
0,tt0093113,it,Django Strikes Again,0,Released
0,tt0093115,en,Graveyard Shift,0,Released
0,tt0093120,en,Ground Zero,0,Released
0,tt0093132,ja,Hachi-ko,0,Released
0,tt0093133,zh,King of the Children,0,Released
0,tt0093137,en,Hamburger Hill,13839404,Released
0,tt0093139,fi,Hamlet Goes Business,0,Released
0,tt0093143,en,The Hanoi Hilton,760000,Released
0,tt0093144,en,Hansel and Gretel,0,Released
0,tt0093145,en,Happy New Year,41232,Released
0,tt0093146,en,Hard Ticket to Hawaii,0,Released
0,tt0093148,en,Harry and the Hendersons,49998613,Released
0,tt0093151,de,Rabbit Heart,0,Released
0,tt0093159,en,A Hazard of Hearts,0,Released
0,tt0093164,en,Heat,0,Released
0,tt0093169,nl,Hector,0,Released
0,tt0093170,en,Men Behind the Sun,0,Released
0,tt0093171,en,Hell Comes to Frogtown,0,Released
0,tt0093175,en,Hello Again,20419446,Released
0,tt0093176,en,Hello Mary Lou: Prom Night II,2683519,Released
1000000,tt0093177,en,Hellraiser,14564027,Released
0,tt0093178,en,Helsinki Napoli - All Night Long,0,Released
0,tt0093185,en,The Hidden,0,Released
0,tt0093186,en,Hiding Out,0,Released
2500000,tt0093191,de,Wings of Desire,3200000,Released
0,tt0093194,en,Hip hip hurra!,0,Released
0,tt0093199,en,A Hungarian Fairy Tale,0,Released
0,tt0093200,en,Hollywood Shuffle,0,Released
0,tt0093201,en,Ghost Chase,0,Released
0,tt0093206,zh,Red Sorghum,0,Released
8000000,tt0093207,ja,Royal Space Force - The Wings Of Honneamise,0,Released
0,tt0093209,en,Hope and Glory,0,Released
0,tt0093215,en,Hot Pursuit,4215859,Released
0,tt0093220,en,House II: The Second Story,7800000,Released
0,tt0093223,en,House of Games,2585639,Released
0,tt0093225,en,Housekeeping,1083282,Released
0,tt0093227,en,Howling III: The Marsupials,0,Released
0,tt0093229,cn,"Yes, Madam",0,Released
0,tt0093231,en,Hunk,1749956,Released
0,tt0093235,de,Alpine Fire,0,Released
0,tt0093238,en,I Was a Teenage Zombie,0,Released
0,tt0093240,en,Me and Him,0,Released
0,tt0093258,cn,Rouge,0,Released
0,tt0093260,en,Innerspace,25893810,Released
0,tt0093261,fr,The Innocents,0,Released
0,tt0093267,it,Intervista,0,Released
0,tt0093274,it,My Sister and I,0,Released
0,tt0093276,it,Ator the Iron Warrior,0,Released
0,tt0093277,en,Ironweed,0,Released
55000000,tt0093278,en,Ishtar,14375181,Released
0,tt0093286,en,It's Alive III: Island of the Alive,0,Released
0,tt0093290,fi,"Goodbye, Mr. President",0,Released
23000000,tt0093300,en,Jaws: The Revenge,51881013,Released
0,tt0093312,en,Jimi Plays Monterey,0,Released
0,tt0093315,en,Jocks,0,Released
0,tt0093342,fa,Where Is My Friend's House?,0,Released
0,tt0093345,en,Killer Instinct,0,Released
0,tt0093349,en,King Lear,0,Released
6500000,tt0093378,en,La Bamba,54215416,Released
0,tt0093383,en,Lain ulkopuolella,0,Released
23000000,tt0093389,en,The Last Emperor,43984230,Released
0,tt0093393,en,The Last of England,0,Released
0,tt0093399,ja,Legend of the Forest,0,Released
0,tt0093402,sv,Leif,0,Released
0,tt0093405,en,Leonard Part 6,4916871,Released
0,tt0093406,en,Les Patterson Saves the World,0,Released
1,tt0093407,en,Less Than Zero,12396383,Released
15000000,tt0093409,en,Lethal Weapon,120207127,Released
0,tt0093412,es,Law of Desire,0,Released
0,tt0093415,en,Light of Day,0,Released
0,tt0093418,en,Like Father Like Son,34377585,Released
0,tt0093419,en,The Purple Ball,0,Released
0,tt0093424,en,Lionheart,0,Released
0,tt0093426,cn,An Autumn's Tale,0,Released
40000000,tt0093428,en,The Living Daylights,191185897,Released
0,tt0093431,en,The Lonely Passion of Judith Hearne,0,Released
0,tt0093432,en,Long Day's Journey Into Night,0,Released
0,tt0093435,cn,City on Fire,0,Released
8500000,tt0093437,en,The Lost Boys,32222567,Released
0,tt0093460,nl,Een Maand Later,0,Released
0,tt0093465,en,Mad Ron's Prevues from Hell,0,Released
0,tt0093467,en,Made in Heaven,0,Released
0,tt0093468,en,Madhouse,0,Released
0,tt0093476,en,Maid to Order,9868521,Released
0,tt0093477,en,Making Mr. Right,0,Released
0,tt0093481,fr,Malady of Love,0,Released
0,tt0093483,en,Malone,0,Released
0,tt0093488,fr,The Man Who Planted Trees,0,Released
0,tt0093489,en,Man on Fire,0,Released
0,tt0093491,en,Mankillers,0,Released
6000000,tt0093493,en,Mannequin,42721196,Released
0,tt0093502,ja,A Taxing Woman,0,Released
0,tt0093505,fr,Masques,0,Released
22000000,tt0093507,en,Masters of the Universe,17336370,Released
4000000,tt0093509,en,Matewan,1680358,Released
0,tt0093512,en,Maurice,0,Released
0,tt0093516,en,Meatballs III: Summer Job,0,Released
0,tt0093524,sv,More About the Children of Noisy Village,0,Released
0,tt0093533,en,Miami Golem,0,Released
0,tt0093539,en,Million Dollar Mystery,0,Released
7200000,tt0093543,en,Mio in the Land of Faraway,2300000,Released
0,tt0093546,en,The Misfit Brigade,0,Released
12000000,tt0093560,en,The Monster Squad,3769990,Released
0,tt0093562,en,A Month in the Country,0,Released
0,tt0093565,en,Moonstruck,80640528,Released
0,tt0093567,en,Morgan Stewart's Coming Home,0,Released
0,tt0093578,hi,Mr. India,0,Released
0,tt0093582,en,Munchies,0,Released
0,tt0093586,en,Mutant Hunt,0,Released
0,tt0093589,de,My Demon Lover,0,Released
0,tt0093593,pl,On the Silver Globe,0,Released
12000000,tt0093596,en,Nadine,5669831,Released
0,tt0093603,ta,Nayakan,0,Released
5000000,tt0093605,en,Near Dark,0,Released
0,tt0093608,de,Nekromantik,0,Released
0,tt0093611,es,Las aventuras de Oliver Twist,0,Released
0,tt0093615,en,Ngati,0,Released
1200000,tt0093624,en,Night of the Demons,3109904,Released
40000,tt0093628,en,Nightmare Sisters,0,Released
5000000,tt0093629,en,A Nightmare on Elm Street 3: Dream Warriors,44793222,Released
0,tt0093633,zh,Daughter of the Nile,0,Released
0,tt0093638,en,No Man's Land,0,Released
15000000,tt0093640,en,No Way Out,35509515,Released
0,tt0093645,it,Noi uomini duri,0,Released
0,tt0093648,en,North Shore,3832228,Released
0,tt0093649,en,Not Quite Human,0,Released
0,tt0093650,en,Summer Night,0,Released
0,tt0093658,en,Number One with a Bullet,0,Released
25000000,tt0093660,en,Nuts,0,Released
0,tt0093664,ru,Dark Eyes,0,Released
0,tt0093668,en,Pathfinder,0,Released
8000000,tt0093677,it,Opera,0,Released
0,tt0093688,en,Out on a Limb,0,Released
0,tt0093690,en,Outrageous Fortune,0,Released
25000000,tt0093692,en,Over the Top,16057580,Released
1880006,tt0093693,en,Overboard,26713187,Released
0,tt0093713,da,Pelle the Conqueror,0,Released
0,tt0093720,sq,A Tale from the Past,0,Released
0,tt0093722,en,Perry Mason: The Case of the Lost Love,0,Released
0,tt0093723,en,Perry Mason: The Case of the Murdered Madam,0,Released
0,tt0093724,en,Perry Mason: The Case of the Scandalous Scoundrel,0,Released
0,tt0093725,en,Perry Mason: The Case of the Sinister Spirit,0,Released
15000000,tt0093737,en,The Pick-up Artist,13290368,Released
8000000,tt0093743,en,Pinocchio and the Emperor of the Night,3261638,Released
5000000,tt0093744,en,The New Adventures of Pippi Longstocking,3569939,Released
0,tt0093748,en,"Planes, Trains and Automobiles",49230280,Released
0,tt0093754,ka,Repentance,215496,Released
0,tt0093755,en,Poker Alice,0,Released
0,tt0093756,en,Police Academy 4: Citizens on Patrol,28061343,Released
0,tt0093763,en,Positive I.D.,0,Released
6000000,tt0093771,en,A Prayer for the Dying,1432687,Released
18000000,tt0093773,en,Predator,98235548,Released
0,tt0093776,en,Prick Up Your Ears,0,Released
3000000,tt0093777,en,Prince of Darkness,14182492,Released
0,tt0093778,en,The Princess Academy,0,Released
16000000,tt0093779,en,The Princess Bride,30857814,Released
0,tt0093780,en,The Principal,0,Released
0,tt0093791,el,Morning Patrol,0,Released
18000000,tt0093793,en,Project X,18532286,Released
0,tt0093798,pl,Friend of the Jolly Devil,0,Released
0,tt0093811,en,The Quick and the Dead,0,Released
0,tt0093817,en,Radio Bikini,0,Released
16000000,tt0093818,en,Radio Days,0,Released
0,tt0093820,en,Rage of Honor,0,Released
6000000,tt0093822,en,Raising Arizona,29180280,Released
0,tt0093828,en,Real Men,0,Released
0,tt0093832,en,Red's Dream,0,Released
0,tt0093833,en,Redneck Zombies,0,Released
0,tt0093840,es,Rowing with the Wind,0,Released
0,tt0093843,en,Remote Control,0,Released
0,tt0093847,sv,Never Travel on a One Way Ticket,0,Released
0,tt0093854,en,Return to Horror High,0,Released
12000000,tt0093855,en,A Return to Salem's Lot,0,Released
0,tt0093857,en,Revenge of the Nerds II: Nerds in Paradise,22642033,Released
0,tt0093864,it,Rimini Rimini,0,Released
0,tt0093869,it,Stuff for the Rich,0,Released
13000000,tt0093870,en,RoboCop,53000000,Released
0,tt0093871,ja,Robot Carnival,0,Released
0,tt0093872,en,Robot Holocaust,0,Released
53000,tt0093873,en,Rock 'n' Roll Nightmare,0,Released
0,tt0093886,en,Roxanne,40050884,Released
27000000,tt0093894,en,The Running Man,38122105,Released
0,tt0093898,en,Russkies,2189047,Released
0,tt0093910,en,Sakura Killers,0,Released
0,tt0093913,en,Sammy and Rosie Get Laid,0,Released
0,tt0093935,en,The Secret Garden,0,Released
12000000,tt0093936,en,The Secret of My Success,110996879,Released
0,tt0093940,en,September,0,Released
0,tt0093951,en,Shake! Otis at Monterey,0,Released
0,tt0093961,en,The Short & Curlies,0,Released
0,tt0093964,en,Shy People,0,Released
16500000,tt0093966,en,The Sicilian,0,Released
0,tt0093970,en,Sign 'o' the Times,0,Released
250000,tt0093974,en,"Silent Night, Deadly Night II",154323,Released
0,tt0093978,cn,A Chinese Ghost Story,0,Released
0,tt0093986,en,Slam Dance,406881,Released
0,tt0093990,fr,Slaughterhouse,0,Released
0,tt0093991,en,Slave Girls from Beyond Infinity,0,Released
0,tt0093993,en,Sleeping Beauty,0,Released
0,tt0093995,en,Slugs,0,Released
0,tt0093996,en,Slumber Party Massacre II,0,Released
0,tt0093999,en,Snow White,0,Released
0,tt0094002,fr,Keep Your Right Up,0,Released
0,tt0094006,en,Some Kind of Wonderful,18553948,Released
0,tt0094007,en,Someone to Love,0,Released
17000000,tt0094008,en,Someone to Watch Over Me,10278549,Released
0,tt0094010,it,Sottozero,0,Released
0,tt0094011,fr,Under the Sun of Satan,0,Released
22700000,tt0094012,en,Spaceballs,38119483,Released
0,tt0094015,en,Specters,0,Released
0,tt0094020,sv,Square Dance,225358,Released
0,tt0094021,en,The Squeeze,2228951,Released
0,tt0094025,en,Stakeout,0,Released
0,tt0094027,en,Stand and Deliver,13994920,Released
0,tt0094033,en,Steel Dawn,0,Released
0,tt0094035,en,The Stepfather,0,Released
0,tt0094037,en,Stewardess School,0,Released
0,tt0094048,en,Straight to Hell,0,Released
0,tt0094056,en,Street Smart,0,Released
0,tt0094057,en,Street Trash,0,Released
0,tt0094059,it,Strike Commando,0,Released
0,tt0094070,en,Summer Camp Nightmare,0,Released
0,tt0094072,en,Summer School,35114428,Released
17000000,tt0094074,en,Superman IV: The Quest for Peace,19300000,Released
0,tt0094075,en,Superstar: The Karen Carpenter Story,0,Released
0,tt0094076,en,Sur,0,
0,tt0094077,en,Surf Nazis Must Die,0,Released
0,tt0094082,en,Suspect,18782400,Released
0,tt0094087,en,Sweet Revenge,0,Released
0,tt0094089,en,Swimming to Cambodia,0,Released
0,tt0094094,hu,Season of Monsters,0,Released
0,tt0094097,el,The Thrushes Are Still Singing,0,Released
0,tt0094118,en,Teen Wolf Too,0,Released
0,tt0094134,en,Three Bewildered People in the Night,0,Released
0,tt0094137,en,Three Men and a Baby,0,Released
0,tt0094138,en,Three O'Clock High,3685862,Released
14000000,tt0094142,en,Throw Momma from the Train,57915972,Released
0,tt0094143,en,Thru the Wire,0,Released
0,tt0094152,en,The Time Guardian,0,Released
0,tt0094153,en,Time of the Apes,0,Released
0,tt0094155,en,Tin Men,0,Released
5000000,tt0094169,en,Tough Guys Don't Dance,858250,Released
25000000,tt0094226,en,The Untouchables,76270454,Released
0,tt0094229,ar,Wedding in Galilee,0,Released
0,tt0094233,fi,Uuno Turhapuro – kaksoisagentti,0,Released
0,tt0094237,en,Valet Girls,0,Released
0,tt0094238,da,Valhalla,0,Released
0,tt0094262,en,Video Violence,0,Released
0,tt0094265,fr,Life is Rosy,0,Released
0,tt0094284,en,W.A.R.: Women Against Rape,0,Released
0,tt0094288,en,Walk Like a Man,0,Released
15000000,tt0094291,en,Wall Street,43848069,Released
0,tt0094293,en,Wanted: Dead or Alive,0,Released
0,tt0094304,en,Weeds,0,Released
0,tt0094315,en,The Whales of August,0,Released
5300000,tt0094317,en,White Mischief,0,Released
0,tt0094318,en,White Water Summer,300859,Released
0,tt0094320,en,White of the Eye,0,Released
0,tt0094321,en,Who's That Girl,7305209,Released
0,tt0094331,en,Wish You Were Here,0,Released
0,tt0094332,en,The Witches of Eastwick,63766510,Released
0,tt0094333,en,The Witching of Ben Wagner,0,Released
0,tt0094336,en,Withnail & I,0,Released
0,tt0094347,en,The Year My Voice Broke,0,Released
0,tt0094349,bm,Yeelen,0,Released
0,tt0094357,cn,A Better Tomorrow II,0,Released
0,tt0094369,ru,Tomorrow Was the War,0,Released
0,tt0094371,ru,Mirror for a Hero,0,Released
0,tt0094374,en,Righting Wrongs,0,Released
0,tt0094375,en,Magnificent Warriors,0,Released
0,tt0094383,en,Zombie High,0,Released
0,tt0094405,fr,L'Été en pente douce,0,Released
0,tt0094407,de,Ödipussi,0,Released
0,tt0094562,en,Tanner '88,0,Released
0,tt0094590,en,Depeche Mode: 101,0,Released
0,tt0094592,en,14 Going on 30,0,Released
0,tt0094593,en,18 Again!,0,Released
0,tt0094594,en,1969,5979011,Released
0,tt0094596,fr,Junior Size 36,0,Released
0,tt0094597,en,976-EVIL,2955917,Released
7500000,tt0094602,en,Above the Law,18869631,Released
0,tt0094606,en,The Accidental Tourist,0,Released
0,tt0094608,en,The Accused,0,Released
7000000,tt0094612,en,Action Jackson,20256975,Released
8000000,tt0094625,ja,Akira,553171,Released
16000000,tt0094631,en,Alien Nation,32155047,Released
0,tt0094637,en,Aloha Summer,0,Released
0,tt0094641,es,"Dawn Breaks, Which Is No Small Thing",0,Released
0,tt0094642,en,American Gothic,0,Released
0,tt0094644,en,American Roulette,0,Released
0,tt0094651,nl,Amsterdamned,0,Released
0,tt0094661,de,Anna,0,Released
0,tt0094663,en,Another Woman,0,Released
4000000,tt0094667,en,Apartment Zero,670774,Released
0,tt0094669,en,Appointment with Death,960040,Released
0,tt0094670,en,The Appointments Of Dennis Jennings,0,Released
0,tt0094675,fi,Ariel,0,Released
0,tt0094678,en,Arthur 2: On the Rocks,14681192,Released
0,tt0094681,ka,Ashik Kerib,0,Released
0,tt0094683,ru,Assa,0,Released
4000000,tt0094701,en,Bad Dreams,9797098,Released
0,tt0094705,es,Going Down in Morocco,0,Released
0,tt0094709,fr,Gang of Four,0,Released
0,tt0094712,en,Bat*21,3184348,Released
0,tt0094713,en,Baxter,0,Released
0,tt0094714,en,Beach Balls,0,Released
0,tt0094715,en,Beaches,57041866,Released
0,tt0094716,en,The Beast of War,0,Released
15000000,tt0094721,en,Beetlejuice,73326666,Released
0,tt0094730,sv,The Visitors,0,Released
19000000,tt0094731,en,Betrayed,0,Released
18000000,tt0094737,en,Big,151668774,Released
0,tt0094739,en,Big Business,0,Released
0,tt0094743,en,Big Time,148426,Released
0,tt0094744,en,Big Top Pee-wee,15122000,Released
0,tt0094745,de,Images of the World and the Inscription of War,0,Released
20000000,tt0094746,en,Biloxi Blues,51684798,Released
0,tt0094747,en,Bird,0,Released
3000000,tt0094750,en,Black Eagle,0,Released
0,tt0094752,en,Black Roses,0,Released
0,tt0094754,en,Blackadder's Christmas Carol,0,Released
19000000,tt0094761,en,The Blob,8247943,Released
0,tt0094764,en,The Blood of Heroes,882290,Released
0,tt0094770,en,Blueberry Hill,0,Released
8000000,tt0094783,en,The Boost,784990,Released
0,tt0094786,it,Taste of Life,0,Released
0,tt0094791,en,The Bourne Identity,0,Released
0,tt0094792,en,Braddock: Missing in Action III,6193901,Released
0,tt0094793,en,Brain Damage,0,Released
0,tt0094794,en,The Brain,0,Released
0,tt0094799,en,"Bright Lights, Big City",0,Released
7000000,tt0094812,en,Bull Durham,50888000,Released
5000000,tt0094813,en,Bulletproof,807947,Released
0,tt0094816,en,Burning Secret,0,Released
0,tt0094819,en,Buster,0,Released
0,tt0094822,fr,Baton Rouge,0,Released
0,tt0094824,en,Caddyshack II,0,Released
0,tt0094826,en,The Caine Mutiny Court-Martial,0,Released
0,tt0094827,en,Call Me,0,Released
0,tt0094833,en,The Cannibals,0,Released
0,tt0094834,en,Cannibal Women in the Avocado Jungle of Death,0,Released
0,tt0094841,it,The House of Smiles,0,Released
0,tt0094843,en,Casablanca Express,0,Released
0,tt0094846,en,Casual Sex?,12277096,Released
0,tt0094847,en,The Cat Came Back,0,Released
3500000,tt0094860,it,The Church,0,Released
9000000,tt0094862,en,Child's Play,44196684,Released
0,tt0094868,fr,Chocolat,0,Released
0,tt0094882,en,Clara's Heart,0,Released
0,tt0094884,en,Clean and Sober,8674093,Released
0,tt0094886,fr,Clownhouse,0,Released
0,tt0094888,de,Cobra Verde,0,Released
20000000,tt0094889,en,Cocktail,171504781,Released
17500000,tt0094890,en,Cocoon: The Return,25024919,Released
6000000,tt0094894,en,Colors,46616067,Released
0,tt0094897,en,Comic Book Confidential,0,Released
39000000,tt0094898,en,Coming to America,288752301,Released
0,tt0094899,en,The Commander,0,Released
0,tt0094900,en,Committed,0,Released
0,tt0094901,it,Compagni di scuola,0,Released
0,tt0094908,en,Cool Blue,0,Released
0,tt0094910,en,The Couch Trip,0,Released
0,tt0094916,en,Crash Course,0,Released
0,tt0094918,en,Crime Zone,0,Released
4500000,tt0094919,en,Critters 2,3813293,Released
0,tt0094921,en,Crossing Delancey,16262415,Released
15000000,tt0094924,en,A Cry in the Dark,6908797,Released
0,tt0094933,en,D.O.A.,12706478,Released
0,tt0094939,en,Daffy Duck's Quackbusters,0,Released
0,tt0094941,en,Dance 'Til Dawn,0,Released
0,tt0094946,en,Dangerous Curves,0,Released
14000000,tt0094947,en,Dangerous Liaisons,34670720,Released
0,tt0094957,fr,Day of the Panther,0,Released
5000000,tt0094961,en,Dead Heat,0,Released
0,tt0094962,en,The Dead Next Door,0,Released
20000000,tt0094963,en,The Dead Pool,0,Released
13000000,tt0094964,en,Dead Ringers,8038508,Released
0,tt0094969,en,Deadly Dreams,0,Released
0,tt0094979,en,The Deceivers,346297,Released
0,tt0094980,en,The Decline of Western Civilization Part II: The Metal Years,0,Released
0,tt0094997,it,Demonia,0,Released
0,tt0095005,en,Destroyer,0,Released
0,tt0095012,pl,The Devil,0,Released
28000000,tt0095016,en,Die Hard,140767956,Released
0,tt0095022,en,The Dirty Dozen: The Fatal Mission,0,Released
0,tt0095031,en,Dirty Rotten Scoundrels,42039085,Released
0,tt0095036,en,Distant Thunder,0,Released
0,tt0095037,en,"Distant Voices, Still Lives",0,Released
0,tt0095040,en,Days of Eclipse,0,Released
0,tt0095050,en,Dominick and Eugene,0,Released
0,tt0095053,en,El Dorado,0,Released
0,tt0095055,ru,Dear Yelena Sergeyevna,0,Released
0,tt0095060,en,Dr. Alien,0,Released
0,tt0095063,en,Dream Demon,0,Released
0,tt0095082,en,Eight Men Out,0,Released
0,tt0095088,en,"Elvira, Mistress of the Dark",5596267,Released
8000000,tt0095089,en,Elvis and Me,0,Released
0,tt0095094,fr,Emmanuelle 6,0,Released
0,tt0095097,en,Once More,0,Released
0,tt0095098,en,Encounter at Raven's Gate,0,Released
6000000,tt0095107,en,Ernest Saves Christmas,28202109,Released
0,tt0095119,en,Everybody's All-American,0,Released
0,tt0095125,en,Faceless,0,Released
0,tt0095132,it,Sodoma's Ghost,0,Released
0,tt0095134,it,Fantozzi Retires,0,Released
0,tt0095145,en,Feds,3527636,Released
0,tt0095150,en,The Sparrow's Fluttering,0,Released
7500000,tt0095159,en,A Fish Called Wanda,62493712,Released
0,tt0095167,ru,The Fountain,0,Released
0,tt0095169,en,For Keeps,17514553,Released
20000000,tt0095174,en,Frantic,17637950,Released
0,tt0095177,en,Freeway,0,Released
0,tt0095178,en,Fresh Horses,0,Released
2800000,tt0095179,en,Friday the 13th Part VII: The New Blood,19170001,Released
0,tt0095183,en,The Fruit Machine,0,Released
0,tt0095186,en,Full Moon in Blue Water,0,Released
0,tt0095188,en,Funny Farm,0,Released
0,tt0095217,en,Ghosts... of the Civil Dead,0,Released
0,tt0095238,en,The Good Mother,0,Released
0,tt0095241,en,Gor,0,Released
22000000,tt0095243,en,Gorillas in the Mist,0,Released
0,tt0095244,ru,City Zero,0,Released
0,tt0095250,fr,The Big Blue,0,Released
24000000,tt0095253,en,The Great Outdoors,43455230,Released
0,tt0095256,en,Grotesque,0,Released
0,tt0095262,ja,Mobile Suit Gundam: Char's Counterattack,0,Released
0,tt0095270,en,Hairspray,0,Released
5000000,tt0095271,en,Halloween 4: The Return of Michael Myers,17768757,Released
0,tt0095274,en,A Handful of Dust,0,Released
0,tt0095276,hu,Hanussen,0,Released
0,tt0095286,en,Heart of Midnight,0,Released
0,tt0095288,en,Heartbreak Hotel,0,Released
0,tt0095289,en,Heavy Petting,0,
3000000,tt0095294,en,Hellbound: Hellraiser II,12090735,Released
0,tt0095295,de,Herbstmilch,0,Released
0,tt0095296,en,Hero and the Terror,0,Released
0,tt0095302,en,High Hopes,1192322,Released
0,tt0095304,en,High Spirits,7399763,Released
23000,tt0095312,en,Hollywood Chainsaw Hookers,0,Released
0,tt0095316,en,Homeboy,0,Released
0,tt0095325,en,Hot Splash,0,Released
9000000,tt0095326,en,Hot to Trot,6436211,Released
3700000,tt0095327,ja,Grave of the Fireflies,0,Released
0,tt0095330,en,Sherlock Holmes: The Hound of the Baskervilles,0,Released
0,tt0095333,en,The House on Carroll Street,0,Released
0,tt0095334,en,Howling IV: The Original Nightmare,0,Released
0,tt0095341,en,Hôtel Terminus: The Life and Times of Klaus Barbie,0,Released
0,tt0095348,en,I'm Gonna Git You Sucka,0,Released
0,tt0095357,en,Illegally Yours,0,Rumored
0,tt0095360,en,Imagine: John Lennon,0,Released
0,tt0095362,en,The In Crowd,124880,Released
0,tt0095366,en,In the Line of Duty: The F.B.I. Murders,0,Released
0,tt0095368,en,The Incredible Hulk Returns,0,Released
130000,tt0095379,en,Intruder,0,Released
0,tt0095381,en,The Invisible Kid,0,Released
0,tt0095382,en,Iron Eagle II,0,Released
0,tt0095384,en,It Takes Two,0,Released
3000,tt0095385,en,It's Impossible to Learn to Plow by Reading Books,0,Released
0,tt0095386,fr,Itinerary of a Spoiled Child,0,Released
0,tt0095388,en,Jack the Ripper,0,Released
0,tt0095389,en,Jack's Back,0,Released
0,tt0095396,cn,Chicken and Duck Talk,0,Released
0,tt0095403,cn,Police Story 2,0,Released
0,tt0095406,en,Johanna d'Arc of Mongolia,0,Released
0,tt0095408,en,"John Huston: The Man, the Movies, the Maverick",0,Released
0,tt0095409,en,Johnny Be Good,0,Released
0,tt0095415,en,Judgment in Berlin,0,Released
0,tt0095422,en,Jesus Christ's Horoscope,0,Released
0,tt0095428,en,Kansas,0,Released
0,tt0095441,ru,Cold Summer of 1953,0,Released
1800000,tt0095444,en,Killer Klowns from Outer Space,0,Released
0,tt0095452,en,King Size,0,Released
6000000,tt0095454,en,The Kiss,0,Released
0,tt0095467,pl,A Short Film About Love,0,Released
0,tt0095468,pl,A Short Film About Killing,0,Released
0,tt0095475,hu,Damnation,0,Released
0,tt0095483,id,Lady Terminator,0,Released
0,tt0095484,en,Lady in White,0,Released
2500000,tt0095488,en,The Lair of the White Worm,1189315,Released
12300000,tt0095489,en,The Land Before Time,84460846,Released
7000000,tt0095497,en,The Last Temptation of Christ,8373585,Released
0,tt0095502,en,Laura Lansing Slept Here,0,Released
0,tt0095511,fr,The Reader,0,Released
0,tt0095512,en,Legend of the Galactic Heroes: My Conquest Is the Sea of Stars,0,Released
0,tt0095515,en,Let's Get Lost,0,Released
8000000,tt0095519,en,License to Drive,22433275,Released
0,tt0095525,fr,Gandahar,0,Released
0,tt0095530,en,Little Dorrit,0,Released
0,tt0095532,en,Little Nikita,0,Released
0,tt0095542,cn,Dragon Fight,0,Released
0,tt0095545,en,Looking for Langston,0,Released
0,tt0095560,en,Mac and Me,5935269,Released
0,tt0095564,en,Madame Sousatzka,0,Released
0,tt0095574,ru,Little Vera,0,Released
1100000,tt0095583,en,Maniac Cop,0,Released
0,tt0095590,ru,Mariya,0,Released
10000000,tt0095593,en,Married to the Mob,21486757,Released
0,tt0095597,ja,A Taxing Woman's Return,0,Released
0,tt0095598,en,The Mask,0,Released
0,tt0095599,en,Masquerade,0,Released
0,tt0095607,en,Medea,0,Released
0,tt0095613,en,Memories of Me,0,Released
0,tt0095626,en,Messenger of Death,0,Released
0,tt0095629,en,Midnight Crossing,1328001,Released
30000000,tt0095631,en,Midnight Run,38413606,Released
0,tt0095638,en,The Milagro Beanfield War,0,Released
15000000,tt0095647,en,Mississippi Burning,34604000,Released
0,tt0095649,en,The Moderns,0,Released
7000000,tt0095652,en,Monkey Shines,5344577,Released
20000000,tt0095654,en,Moon Over Parador,0,Released
22000000,tt0095655,en,Moonwalker,0,Released
0,tt0095657,ro,The Moromete Family,0,Released
0,tt0095662,en,Moving,0,Released
0,tt0095663,en,Moving Target,0,Released
0,tt0095665,en,Mr. North,1221366,Released
700000,tt0095675,es,Women on the Verge of a Nervous Breakdown,7179298,Released
20000000,tt0095687,en,My Stepmother is an Alien,13854000,Released
0,tt0095690,en,Mystic Pizza,0,Released
12000000,tt0095705,en,The Naked Gun: From the Files of Police Squad!,78756177,Released
0,tt0095709,en,The Navigator: A Medieval Odyssey,0,Released
0,tt0095715,cs,Alice,0,Released
0,tt0095728,it,The Spider Labyrinth,0,Released
0,tt0095729,pl,The Tribulations of Balthazar Kober,0,Released
0,tt0095730,en,The Night Before,0,Released
0,tt0095736,en,A Night in the Life of Jimmy Reardon,6264058,Released
7000000,tt0095742,en,A Nightmare on Elm Street 4: The Dream Master,72500000,Released
210000,tt0095756,en,Not of This Earth,107352,Released
0,tt0095759,en,The Bengali Night,0,Released
0,tt0095764,fi,Nuoruuteni savotat,0,Released
0,tt0095765,it,Cinema Paradiso,11990401,Released
0,tt0095773,fr,L'oeuvre au noir,0,Released
12000000,tt0095774,en,Off Limits,7242035,Released
31000000,tt0095776,en,Oliver & Company,74151346,Released
